log time,gps time,GPS latitude,GPS longitude,GPS altitude,GPS angle,GPS speed,interior temperature,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z
2628,15:43:12,33.142543,-112.080556,2613.90,161.19,19.44,12.56,441,6,1.22,1.13,0.53,-0.04,0.26,-0.35,57.51,17.10,166.20
2631,15:43:14,33.142438,-112.080517,2620.50,161.31,20.21,12.56,454,8,1.10,1.14,0.66,-0.06,0.28,-0.35,61.46,16.63,166.70
2634,15:43:16,33.142329,-112.080468,2627.10,161.76,20.12,12.50,491,13,1.25,1.18,0.77,-0.01,0.24,-0.33,61.05,16.52,165.34
2637,15:43:18,33.142224,-112.080429,2634.00,163.25,20.11,12.50,704,46,1.29,1.14,0.67,-0.02,0.27,-0.36,58.73,14.88,166.06
2640,15:43:20,33.142111,-112.080390,2640.80,165.09,20.74,12.50,413,1,1.23,1.11,0.65,-0.04,0.25,-0.34,58.30,13.09,167.25
2643,15:43:22,33.141997,-112.080351,2647.50,167.46,21.30,12.44,435,5,1.25,1.13,0.61,-0.07,0.27,-0.36,57.09,13.05,168.85
2646,15:43:24,33.141882,-112.080332,2654.00,169.37,20.49,12.44,485,12,1.26,1.19,0.54,-0.04,0.27,-0.37,56.01,11.69,167.80
2649,15:43:26,33.141770,-112.080302,2660.70,170.60,20.19,12.38,708,46,1.29,1.16,0.40,-0.03,0.26,-0.35,57.85,6.82,168.82
2652,15:43:28,33.141657,-112.080283,2667.80,172.95,20.37,12.38,659,39,1.28,1.21,0.49,-0.01,0.24,-0.33,58.00,5.76,170.85
2655,15:43:30,33.141545,-112.080263,2674.60,174.95,19.54,12.38,498,14,1.19,1.22,0.56,-0.03,0.26,-0.37,61.50,6.78,172.31
2658,15:43:32,33.141440,-112.080253,2680.90,175.52,19.08,12.38,624,34,1.16,1.25,0.67,-0.04,0.29,-0.37,60.57,8.11,175.04
2661,15:43:34,33.141333,-112.080244,2688.00,174.96,19.87,12.31,967,86,1.26,1.28,0.93,-0.10,0.36,-0.36,61.74,10.44,174.91
2664,15:43:36,33.141223,-112.080234,2695.40,174.90,19.73,12.31,560,24,1.21,1.29,0.81,-0.10,0.34,-0.37,62.62,15.16,172.38
2667,15:43:38,33.141113,-112.080214,2702.40,175.32,18.86,12.25,728,49,1.22,1.31,0.85,-0.11,0.40,-0.38,63.04,16.16,168.44
2670,15:43:40,33.141008,-112.080205,2709.40,175.12,18.90,12.25,1248,129,1.25,1.30,0.81,-0.10,0.40,-0.38,61.28,15.88,167.51
2673,15:43:42,33.140900,-112.080195,2716.80,173.96,19.46,12.19,659,39,1.23,1.32,1.06,-0.12,0.44,-0.39,59.85,14.60,166.99
2676,15:43:44,33.140795,-112.080185,2723.50,175.19,19.03,12.19,629,34,1.28,1.34,0.85,-0.11,0.46,-0.38,61.84,16.62,167.04
2679,15:43:46,33.140690,-112.080175,2730.40,175.50,18.76,12.13,1090,105,1.26,1.34,0.93,-0.12,0.45,-0.39,60.32,20.05,166.99
2682,15:43:48,33.140585,-112.080156,2736.90,174.04,18.54,12.13,942,82,1.26,1.31,0.89,-0.14,0.46,-0.37,58.78,21.69,166.08
2685,15:43:50,33.140485,-112.080146,2742.90,172.27,17.67,12.13,977,87,1.24,1.21,0.82,-0.13,0.46,-0.39,55.72,21.96,162.95
2688,15:43:52,33.140390,-112.080126,2748.80,170.06,16.89,12.06,1032,96,1.24,1.21,0.61,-0.11,0.44,-0.38,55.55,18.81,162.77
2691,15:43:54,33.140297,-112.080097,2754.70,166.48,17.40,12.06,1014,93,1.25,1.17,0.61,-0.11,0.38,-0.37,55.93,14.37,161.56
2694,15:43:56,33.140200,-112.080068,2761.20,163.57,18.44,12.00,589,28,1.29,1.16,0.68,-0.11,0.37,-0.38,55.71,7.70,164.60
2697,15:43:58,33.140100,-112.080029,2767.80,163.64,18.98,12.00,611,32,1.19,1.17,0.36,-0.10,0.33,-0.37,55.00,3.42,167.39
2700,15:44:0,33.140000,-112.079990,2775.30,162.71,19.08,11.94,967,86,1.18,1.18,0.43,-0.10,0.36,-0.38,52.78,2.29,170.76
2703,15:44:2,33.139897,-112.079951,2782.80,159.82,19.54,11.94,915,78,1.17,1.16,0.48,-0.09,0.35,-0.38,54.84,1.07,173.46
2706,15:44:4,33.139794,-112.079902,2790.40,160.43,19.87,11.88,1181,118,1.16,1.22,0.63,-0.12,0.44,-0.39,56.85,3.12,177.00
2709,15:44:6,33.139689,-112.079863,2797.70,161.46,20.28,11.88,1035,96,1.13,1.19,0.31,-0.12,0.51,-0.39,58.00,9.57,177.60
2712,15:44:8,33.139584,-112.079814,2805.20,160.66,20.36,11.81,970,86,1.10,1.19,0.13,-0.08,0.54,-0.39,57.20,15.47,176.36
2715,15:44:10,33.139475,-112.079765,2812.90,159.25,20.87,11.81,1007,92,1.13,1.21,0.21,-0.05,0.54,-0.39,56.55,20.45,175.11
2718,15:44:12,33.139367,-112.079716,2820.00,160.79,21.26,11.75,959,85,1.14,1.27,0.26,-0.05,0.57,-0.39,55.67,24.67,171.47
2721,15:44:14,33.139252,-112.079667,2826.90,161.87,21.52,11.75,678,42,1.24,1.23,0.50,-0.02,0.61,-0.38,58.20,26.30,167.46
2724,15:44:16,33.139140,-112.079628,2833.40,161.19,21.13,11.69,717,48,1.27,1.24,0.51,-0.03,0.59,-0.39,59.59,22.96,163.83
2727,15:44:18,33.139028,-112.079580,2840.40,161.77,21.23,11.69,1068,101,1.26,1.24,0.65,-0.03,0.60,-0.39,59.81,15.68,161.88
2730,15:44:20,33.138916,-112.079531,2847.50,161.47,22.08,11.63,584,28,1.29,1.18,0.57,-0.09,0.57,-0.38,61.38,7.72,165.34
2733,15:44:22,33.138798,-112.079482,2854.70,159.49,22.42,11.63,646,37,1.24,1.20,0.64,-0.09,0.54,-0.38,58.94,6.24,168.96
2736,15:44:24,33.138684,-112.079433,2861.40,157.73,22.26,11.56,787,58,1.26,1.18,0.49,-0.08,0.56,-0.39,58.22,5.17,171.25
2739,15:44:26,33.138571,-112.079375,2868.30,156.88,22.39,11.56,1224,125,1.18,1.17,0.42,-0.05,0.61,-0.37,60.05,7.67,173.08
2742,15:44:28,33.138459,-112.079316,2875.40,155.65,22.60,11.56,1201,122,1.15,1.13,0.31,-0.04,0.62,-0.37,61.29,9.65,174.68
2745,15:44:30,33.138347,-112.079248,2882.30,154.14,22.45,11.50,1224,125,1.15,1.22,0.45,0.00,0.64,-0.37,63.20,12.64,174.48
2748,15:44:32,33.138234,-112.079179,2889.20,152.96,22.43,11.50,1224,125,1.16,1.20,0.55,0.05,0.64,-0.36,64.21,14.55,173.29
2751,15:44:34,33.138125,-112.079121,2896.10,152.98,22.75,11.50,1238,127,1.20,1.27,0.60,0.12,0.64,-0.35,63.90,17.46,171.05
2754,15:44:36,33.138010,-112.079052,2903.10,153.85,22.97,11.44,1035,96,1.21,1.25,0.52,0.13,0.67,-0.34,66.65,17.11,167.86
2757,15:44:38,33.137897,-112.078984,2910.20,152.78,22.83,11.44,907,77,1.34,1.26,1.01,0.14,0.66,-0.32,63.81,14.85,168.58
2760,15:44:40,33.137788,-112.078906,2917.00,150.67,22.79,11.44,981,88,1.31,1.24,0.86,0.13,0.65,-0.33,69.54,11.49,167.07
2763,15:44:42,33.137678,-112.078837,2923.50,150.17,22.92,11.38,877,72,1.39,1.28,1.37,0.15,0.66,-0.31,66.25,15.64,167.63
2766,15:44:44,33.137570,-112.078759,2929.60,149.47,22.14,11.38,907,77,1.24,1.19,0.43,0.16,0.66,-0.32,64.41,12.00,168.10
2769,15:44:46,33.137465,-112.078691,2936.00,148.19,21.69,11.31,945,83,1.32,1.26,0.95,0.22,0.63,-0.31,67.47,9.06,167.62
2772,15:44:48,33.137365,-112.078613,2942.60,147.80,21.97,11.31,923,79,1.22,1.25,0.66,0.19,0.66,-0.31,63.68,9.98,169.74
2775,15:44:50,33.137263,-112.078535,2949.20,148.23,21.70,11.31,992,90,1.14,1.22,0.32,0.23,0.63,-0.30,64.26,6.73,169.93
2778,15:44:52,33.137160,-112.078466,2956.20,148.19,21.15,11.25,699,45,1.20,1.19,0.67,0.24,0.62,-0.29,61.41,7.40,172.82
2781,15:44:54,33.137060,-112.078388,2962.90,148.24,21.30,11.25,827,65,1.11,1.27,0.59,0.30,0.54,-0.27,63.65,9.35,173.08
2784,15:44:56,33.136958,-112.078320,2970.10,149.11,21.97,11.19,808,62,1.16,1.25,0.59,0.32,0.50,-0.26,63.61,11.04,174.09
2787,15:44:58,33.136853,-112.078242,2977.60,149.60,22.02,11.19,749,53,1.14,1.19,0.44,0.34,0.40,-0.24,63.83,15.96,174.62
2790,15:45:0,33.136748,-112.078173,2985.20,149.62,22.10,11.13,761,54,1.10,1.20,0.51,0.32,0.35,-0.24,63.93,19.22,172.41
2793,15:45:2,33.136643,-112.078095,2992.60,149.10,22.36,11.13,1107,107,1.12,1.22,0.51,0.32,0.32,-0.25,60.63,21.03,170.88
2796,15:45:4,33.136533,-112.078017,2999.90,148.68,22.74,11.13,933,81,1.15,1.18,0.51,0.30,0.28,-0.25,63.43,19.50,168.38
2799,15:45:6,33.136425,-112.077939,3007.50,147.33,22.79,11.06,657,39,1.18,1.21,0.61,0.29,0.26,-0.24,64.56,16.48,166.52
2802,15:45:8,33.136318,-112.077851,3014.20,145.23,22.94,11.00,633,35,1.15,1.23,0.54,0.26,0.24,-0.26,63.39,14.58,166.11
2805,15:45:10,33.136215,-112.077773,3021.50,144.73,22.70,11.00,694,44,1.18,1.20,0.48,0.24,0.22,-0.26,61.64,11.80,167.50
2808,15:45:12,33.136113,-112.077685,3029.10,144.28,22.12,11.00,671,41,1.25,1.31,0.61,0.24,0.23,-0.25,62.83,10.59,169.51
2811,15:45:14,33.136015,-112.077597,3036.40,142.40,21.31,10.94,851,68,1.22,1.31,0.82,0.23,0.24,-0.28,66.47,11.45,170.92
2814,15:45:16,33.135920,-112.077509,3043.60,143.21,20.89,10.94,877,72,1.21,1.27,0.77,0.14,0.20,-0.28,63.12,13.82,170.92
2817,15:45:18,33.135825,-112.077431,3050.50,144.81,21.03,10.94,808,62,1.24,1.30,0.80,0.16,0.18,-0.26,65.69,14.02,168.50
2820,15:45:20,33.135729,-112.077353,3057.20,142.57,20.55,10.88,1255,130,1.27,1.36,0.98,0.13,0.19,-0.29,66.88,13.26,166.71
2823,15:45:22,33.135642,-112.077265,3064.10,139.94,20.56,10.88,733,50,1.28,1.31,1.02,0.07,0.19,-0.31,63.80,14.69,168.54
2826,15:45:24,33.135551,-112.077177,3070.70,139.67,21.13,10.81,702,46,1.28,1.29,0.88,0.11,0.18,-0.29,64.22,15.11,165.36
2829,15:45:26,33.135461,-112.077080,3077.30,137.85,21.70,10.81,646,37,1.22,1.27,0.73,0.10,0.20,-0.30,63.78,13.88,164.24
2832,15:45:28,33.135371,-112.076982,3084.60,136.20,22.38,10.81,923,79,1.16,1.19,0.59,0.09,0.21,-0.31,61.74,13.09,167.10
2835,15:45:30,33.135278,-112.076875,3091.70,137.65,23.13,10.75,589,28,1.13,1.18,0.40,0.05,0.20,-0.32,60.58,11.60,167.27
2838,15:45:32,33.135183,-112.076777,3099.00,137.02,23.02,10.75,603,30,1.14,1.23,0.46,0.04,0.21,-0.32,61.29,12.93,167.44
2841,15:45:34,33.135090,-112.076669,3105.90,135.11,22.59,10.69,825,64,1.08,1.23,0.23,0.05,0.22,-0.32,61.29,16.62,170.46
2844,15:45:36,33.135002,-112.076562,3112.80,134.67,23.01,10.69,671,41,1.06,1.12,0.29,-0.02,0.24,-0.33,56.51,20.87,170.84
2847,15:45:38,33.134909,-112.076445,3119.80,136.57,23.09,10.69,589,28,1.11,1.15,0.16,-0.03,0.21,-0.32,58.35,20.77,163.59
2850,15:45:40,33.134816,-112.076337,3126.30,135.24,23.07,10.69,539,21,1.16,1.13,0.15,0.02,0.22,-0.33,60.26,19.54,161.58
2853,15:45:42,33.134724,-112.076230,3132.90,135.92,23.36,10.63,584,28,1.15,1.11,0.38,0.03,0.22,-0.34,58.73,15.65,161.10
2856,15:45:44,33.134626,-112.076123,3139.50,136.98,24.11,10.63,584,28,1.20,1.12,0.55,0.03,0.22,-0.32,60.33,9.73,164.03
2859,15:45:46,33.134526,-112.076005,3146.00,137.30,24.63,10.56,671,41,1.18,1.18,0.42,0.08,0.21,-0.32,60.03,9.21,168.90
2862,15:45:48,33.134423,-112.075898,3152.80,137.78,24.23,10.56,694,44,1.16,1.14,0.50,0.02,0.23,-0.33,64.73,14.94,169.22
2865,15:45:50,33.134323,-112.075791,3159.50,138.69,24.54,10.56,657,39,1.28,1.13,1.07,0.02,0.21,-0.32,59.96,19.94,170.99
2868,15:45:52,33.134216,-112.075683,3165.80,139.49,25.25,10.50,657,39,1.21,1.13,0.72,-0.05,0.26,-0.34,61.53,25.05,169.91
2871,15:45:54,33.134108,-112.075576,3172.10,139.64,24.58,10.50,660,39,1.27,1.18,1.01,-0.08,0.28,-0.36,59.47,27.91,167.33
2874,15:45:56,33.134001,-112.075468,3178.40,139.37,24.67,10.44,463,9,1.28,1.13,0.88,-0.08,0.27,-0.36,57.93,26.53,163.04
2877,15:45:58,33.133894,-112.075351,3184.90,139.89,25.03,10.44,505,15,1.31,1.14,0.72,-0.05,0.25,-0.33,62.62,19.87,159.03
2880,15:46:0,33.133786,-112.075244,3192.20,139.59,25.22,10.44,868,71,1.34,1.16,1.09,0.01,0.25,-0.35,62.94,10.58,160.34
2883,15:46:2,33.133676,-112.075136,3199.20,139.77,25.46,10.38,505,15,1.27,1.18,0.88,0.06,0.23,-0.34,59.61,5.81,163.68
2886,15:46:4,33.133566,-112.075019,3206.30,138.85,26.13,10.38,626,34,1.24,1.17,0.99,0.08,0.21,-0.32,60.99,6.41,171.34
2889,15:46:6,33.133454,-112.074902,3213.60,137.87,26.52,10.38,1004,92,1.20,1.20,1.03,-0.02,0.25,-0.35,64.73,12.28,174.81
2892,15:46:8,33.133347,-112.074785,3220.70,137.72,26.07,10.31,649,37,1.29,1.19,1.18,-0.05,0.26,-0.35,66.01,19.00,171.12
2895,15:46:10,33.133237,-112.074667,3227.30,136.76,26.24,10.31,607,31,1.16,1.15,0.71,-0.07,0.27,-0.35,65.78,25.21,166.06
2898,15:46:12,33.133129,-112.074541,3234.30,136.16,26.96,10.25,649,37,1.27,1.15,0.74,-0.07,0.27,-0.36,63.15,25.62,163.93
2901,15:46:14,33.133017,-112.074423,3241.40,136.49,26.92,10.25,683,43,1.27,1.21,0.99,-0.09,0.31,-0.38,63.94,20.01,160.89
2904,15:46:16,33.132912,-112.074296,3248.50,134.97,26.18,10.19,596,29,1.20,1.14,0.35,-0.07,0.28,-0.36,64.77,15.81,159.22
2907,15:46:18,33.132807,-112.074169,3255.40,134.57,26.28,10.19,575,26,1.20,1.14,0.65,-0.06,0.28,-0.36,59.96,12.84,163.44
2910,15:46:20,33.132705,-112.074042,3262.00,133.86,26.57,10.13,589,28,1.12,1.16,0.46,-0.03,0.24,-0.37,57.72,9.56,167.34
2913,15:46:22,33.132604,-112.073916,3268.90,134.01,26.03,10.13,596,29,1.12,1.13,0.39,-0.07,0.31,-0.37,62.09,12.19,167.33
2916,15:46:24,33.132502,-112.073789,3276.10,133.43,26.73,10.13,624,34,1.15,1.13,0.56,-0.04,0.29,-0.36,60.08,11.51,170.28
2919,15:46:26,33.132399,-112.073652,3283.20,134.02,27.57,10.06,679,42,1.15,1.17,0.57,-0.05,0.28,-0.36,64.45,11.09,169.19
2922,15:46:28,33.132290,-112.073525,3290.50,134.89,27.31,10.06,732,50,1.22,1.16,0.62,-0.06,0.28,-0.37,63.16,16.40,169.58
2925,15:46:30,33.132182,-112.073398,3298.10,134.74,27.12,10.06,778,57,1.16,1.17,0.50,-0.07,0.34,-0.37,63.82,17.45,168.84
2928,15:46:32,33.132075,-112.073261,3305.80,135.14,27.37,10.00,885,73,1.21,1.17,0.56,-0.07,0.36,-0.39,66.33,16.35,167.91
